path,id,fitted_entries,method,resolution,contourLevel,pdb_rsync,emdb_rsync,map_found,pdb_found,map_path,pdb_path,subunit_count
/work/mzumbado/biostructure/em/dataset/header/emd-21591-v19.xml,emd-21591,6wbk,singleParticle,6.01,0.013,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wbk.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21591/map/emd_21591.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21591.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wbk.ent,7
/work/mzumbado/biostructure/em/dataset/header/emd-21592-v19.xml,emd-21592,6wbl,singleParticle,5.13,0.013,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wbl.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21592/map/emd_21592.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21592.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wbl.ent,7
/work/mzumbado/biostructure/em/dataset/header/emd-21602-v19.xml,emd-21602,6wc7,singleParticle,5.8,0.6,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wc7.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21602/map/emd_21602.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21602.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wc7.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-21611-v19.xml,emd-21611,6wcj,singleParticle,6.3,4.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wcj.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21611/map/emd_21611.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21611.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wcj.ent,15
/work/mzumbado/biostructure/em/dataset/header/emd-21653-v19.xml,emd-21653,6wfs,singleParticle,4.6,0.003,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wfs.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21653/map/emd_21653.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21653.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wfs.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-21658-v19.xml,emd-21658,6wg3,singleParticle,5.3,0.02,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wg3.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21658/map/emd_21658.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21658.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wg3.ent,7
/work/mzumbado/biostructure/em/dataset/header/emd-21664-v19.xml,emd-21664,6wgf,singleParticle,7.7,0.03,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wgf.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21664/map/emd_21664.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21664.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wgf.ent,6
/work/mzumbado/biostructure/em/dataset/header/emd-21665-v19.xml,emd-21665,6wgg,singleParticle,8.1,0.025,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wgg.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21665/map/emd_21665.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21665.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wgg.ent,16
/work/mzumbado/biostructure/em/dataset/header/emd-21666-v19.xml,emd-21666,6wgi,singleParticle,10.0,0.0173,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wgi.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21666/map/emd_21666.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21666.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wgi.ent,16
/work/mzumbado/biostructure/em/dataset/header/emd-21831-v19.xml,emd-21831,6wlj,singleParticle,9.6,0.08,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wlj.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21831/map/emd_21831.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21831.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wlj.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-21832-v19.xml,emd-21832,6wlk,singleParticle,10.0,0.06,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wlk.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21832/map/emd_21832.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21832.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wlk.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-21833-v19.xml,emd-21833,6wll,singleParticle,10.0,0.05,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wll.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21833/map/emd_21833.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21833.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wll.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-21834-v19.xml,emd-21834,6wlm,singleParticle,7.4,0.045,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wlm.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21834/map/emd_21834.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21834.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wlm.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-21835-v19.xml,emd-21835,6wln,singleParticle,10.0,0.04,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wln.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21835/map/emd_21835.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21835.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wln.ent,80
/work/mzumbado/biostructure/em/dataset/header/emd-21838-v19.xml,emd-21838,6wlq,singleParticle,4.7,0.7,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wlq.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21838/map/emd_21838.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21838.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wlq.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-21839-v19.xml,emd-21839,6wlr,singleParticle,4.8,1.2,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wlr.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21839/map/emd_21839.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21839.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wlr.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-21840-v19.xml,emd-21840,6wls,singleParticle,6.8,0.04,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wls.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21840/map/emd_21840.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21840.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wls.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-21841-v19.xml,emd-21841,6wlt,singleParticle,4.8,0.8,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wlt.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21841/map/emd_21841.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21841.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wlt.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-21842-v19.xml,emd-21842,6wlu,singleParticle,5.7,0.2,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb6wlu.ent.gz,rsync.rcsb.org::emdb/structures/EMD-21842/map/emd_21842.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_21842.map,/work/mzumbado/biostructure/em/dataset/models/pdb6wlu.ent,20
/work/mzumbado/biostructure/em/dataset/header/emd-2219-v19.xml,emd-2219,2yn9,twoDCrystal,8.0,1.2,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb2yn9.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2219/map/emd_2219.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2219.map,/work/mzumbado/biostructure/em/dataset/models/pdb2yn9.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2221-v19.xml,emd-2221,2ynj,subtomogramAveraging,8.4,1.64,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb2ynj.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2221/map/emd_2221.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2221.map,/work/mzumbado/biostructure/em/dataset/models/pdb2ynj.ent,14
/work/mzumbado/biostructure/em/dataset/header/emd-2233-v19.xml,emd-2233,3zbi,singleParticle,8.5,0.23,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb3zbi.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2233/map/emd_2233.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2233.map,/work/mzumbado/biostructure/em/dataset/models/pdb3zbi.ent,42
/work/mzumbado/biostructure/em/dataset/header/emd-2273-v19.xml,emd-2273,3zif,singleParticle,4.5,9.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb3zif.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2273/map/emd_2273.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2273.map,/work/mzumbado/biostructure/em/dataset/models/pdb3zif.ent,18
/work/mzumbado/biostructure/em/dataset/header/emd-2325-v19.xml,emd-2325,3zpz,singleParticle,8.9,1.3,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb3zpz.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2325/map/emd_2325.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2325.map,/work/mzumbado/biostructure/em/dataset/models/pdb3zpz.ent,21
/work/mzumbado/biostructure/em/dataset/header/emd-2326-v19.xml,emd-2326,3zq0,singleParticle,9.2,1.2,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb3zq0.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2326/map/emd_2326.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2326.map,/work/mzumbado/biostructure/em/dataset/models/pdb3zq0.ent,21
/work/mzumbado/biostructure/em/dataset/header/emd-2347-v19.xml,emd-2347,4bgn,twoDCrystal,9.0,1.3,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4bgn.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2347/map/emd_2347.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2347.map,/work/mzumbado/biostructure/em/dataset/models/pdb4bgn.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2387-v19.xml,emd-2387,4bpq,twoDCrystal,6.0,46.2,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4bpq.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2387/map/emd_2387.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2387.map,/work/mzumbado/biostructure/em/dataset/models/pdb4bpq.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2397-v19.xml,emd-2397,4c0u,singleParticle,10.0,1.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4c0u.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2397/map/emd_2397.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2397.map,/work/mzumbado/biostructure/em/dataset/models/pdb4c0u.ent,5
/work/mzumbado/biostructure/em/dataset/header/emd-2441-v19.xml,emd-2441,4c3g,singleParticle,8.6,3.25,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4c3g.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2441/map/emd_2441.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2441.map,/work/mzumbado/biostructure/em/dataset/models/pdb4c3g.ent,6
/work/mzumbado/biostructure/em/dataset/header/emd-2442-v19.xml,emd-2442,4c2i,singleParticle,6.0,2.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4c2i.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2442/map/emd_2442.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2442.map,/work/mzumbado/biostructure/em/dataset/models/pdb4c2i.ent,15
/work/mzumbado/biostructure/em/dataset/header/emd-2446-v19.xml,emd-2446,5abb,singleParticle,7.28,0.2,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb5abb.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2446/map/emd_2446.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2446.map,/work/mzumbado/biostructure/em/dataset/models/pdb5abb.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2484-v19.xml,emd-2484,4cc8,singleParticle,6.0,0.0405,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cc8.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2484/map/emd_2484.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2484.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cc8.ent,12
/work/mzumbado/biostructure/em/dataset/header/emd-2490-v19.xml,emd-2490,4ce4,singleParticle,4.9,11.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4ce4.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2490/map/emd_2490.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2490.map,/work/mzumbado/biostructure/em/dataset/models/pdb4ce4.ent,38
/work/mzumbado/biostructure/em/dataset/header/emd-2510-v19.xml,emd-2510,4cg7,singleParticle,6.9,0.23,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cg7.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2510/map/emd_2510.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2510.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cg7.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2511-v19.xml,emd-2511,4cg5,singleParticle,7.4,0.1,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cg5.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2511/map/emd_2511.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2511.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cg5.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2512-v19.xml,emd-2512,4cg6,singleParticle,7.8,0.1,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cg6.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2512/map/emd_2512.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2512.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cg6.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-2526-v19.xml,emd-2526,4chv,twoDCrystal,7.0,2.3,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4chv.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2526/map/emd_2526.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2526.map,/work/mzumbado/biostructure/em/dataset/models/pdb4chv.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-2527-v19.xml,emd-2527,4chw,twoDCrystal,7.0,2.3,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4chw.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2527/map/emd_2527.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2527.map,/work/mzumbado/biostructure/em/dataset/models/pdb4chw.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-2528-v19.xml,emd-2528,4v7f,singleParticle,8.7,0.45,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4v7f.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2528/map/emd_2528.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2528.map,/work/mzumbado/biostructure/em/dataset/models/pdb4v7f.ent,48
/work/mzumbado/biostructure/em/dataset/header/emd-2533-v19.xml,emd-2533,4ck6,singleParticle,9.2,1.1,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4ck6.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2533/map/emd_2533.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2533.map,/work/mzumbado/biostructure/em/dataset/models/pdb4ck6.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2537-v19.xml,emd-2537,4ck5,singleParticle,10.0,1.5,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4ck5.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2537/map/emd_2537.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2537.map,/work/mzumbado/biostructure/em/dataset/models/pdb4ck5.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2594-v19.xml,emd-2594,4cr2,singleParticle,7.7,0.74,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cr2.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2594/map/emd_2594.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2594.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cr2.ent,33
/work/mzumbado/biostructure/em/dataset/header/emd-2595-v19.xml,emd-2595,4cr3,singleParticle,9.3,0.63,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cr3.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2595/map/emd_2595.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2595.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cr3.ent,33
/work/mzumbado/biostructure/em/dataset/header/emd-2596-v19.xml,emd-2596,4cr4,singleParticle,8.8,0.81,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cr4.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2596/map/emd_2596.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2596.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cr4.ent,33
/work/mzumbado/biostructure/em/dataset/header/emd-2597-v19.xml,emd-2597,4crn,singleParticle,9.15,0.183,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4crn.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2597/map/emd_2597.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2597.map,/work/mzumbado/biostructure/em/dataset/models/pdb4crn.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2598-v19.xml,emd-2598,4crm,singleParticle,8.75,0.232,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4crm.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2598/map/emd_2598.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2598.map,/work/mzumbado/biostructure/em/dataset/models/pdb4crm.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2605-v19.xml,emd-2605,4csu,singleParticle,5.5,0.045,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4csu.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2605/map/emd_2605.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2605.map,/work/mzumbado/biostructure/em/dataset/models/pdb4csu.ent,33
/work/mzumbado/biostructure/em/dataset/header/emd-2623-v19.xml,emd-2623,4cxg,singleParticle,8.7,3.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cxg.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2623/map/emd_2623.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2623.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cxg.ent,9
/work/mzumbado/biostructure/em/dataset/header/emd-2624-v19.xml,emd-2624,4cxh,singleParticle,8.9,3.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4cxh.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2624/map/emd_2624.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2624.map,/work/mzumbado/biostructure/em/dataset/models/pdb4cxh.ent,9
/work/mzumbado/biostructure/em/dataset/header/emd-2638-v19.xml,emd-2638,4d1k,helical,9.4,27.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4d1k.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2638/map/emd_2638.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2638.map,/work/mzumbado/biostructure/em/dataset/models/pdb4d1k.ent,6
/work/mzumbado/biostructure/em/dataset/header/emd-2676-v19.xml,emd-2676,4uq8,singleParticle,4.95,0.32,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uq8.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2676/map/emd_2676.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2676.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uq8.ent,49
/work/mzumbado/biostructure/em/dataset/header/emd-2681-v19.xml,emd-2681,4upf,singleParticle,7.5,0.00943,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4upf.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2681/map/emd_2681.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2681.map,/work/mzumbado/biostructure/em/dataset/models/pdb4upf.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2685-v19.xml,emd-2685,4uqq,singleParticle,7.6,0.121,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uqq.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2685/map/emd_2685.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2685.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uqq.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-2697-v19.xml,emd-2697,3j7i,singleParticle,8.9,156.0,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb3j7i.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2697/map/emd_2697.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2697.map,/work/mzumbado/biostructure/em/dataset/models/pdb3j7i.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2705-v19.xml,emd-2705,4utq,singleParticle,8.0,0.25,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4utq.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2705/map/emd_2705.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2705.map,/work/mzumbado/biostructure/em/dataset/models/pdb4utq.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2706-v19.xml,emd-2706,4usn,subtomogramAveraging,8.8,0.27,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4usn.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2706/map/emd_2706.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2706.map,/work/mzumbado/biostructure/em/dataset/models/pdb4usn.ent,18
/work/mzumbado/biostructure/em/dataset/header/emd-2751-v19.xml,emd-2751,4uwa,singleParticle,6.1,0.443,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uwa.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2751/map/emd_2751.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2751.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uwa.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-2752-v19.xml,emd-2752,4uwe,singleParticle,8.5,1.31,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uwe.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2752/map/emd_2752.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2752.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uwe.ent,4
/work/mzumbado/biostructure/em/dataset/header/emd-2759-v19.xml,emd-2759,4ux1,twoDCrystal,8.0,1.6,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4ux1.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2759/map/emd_2759.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2759.map,/work/mzumbado/biostructure/em/dataset/models/pdb4ux1.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2760-v19.xml,emd-2760,4ux2,twoDCrystal,7.0,1.75,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4ux2.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2760/map/emd_2760.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2760.map,/work/mzumbado/biostructure/em/dataset/models/pdb4ux2.ent,2
/work/mzumbado/biostructure/em/dataset/header/emd-2765-v19.xml,emd-2765,4uxo,singleParticle,6.3,1.52,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uxo.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2765/map/emd_2765.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2765.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uxo.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2766-v19.xml,emd-2766,4uxp,singleParticle,7.0,2.6,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uxp.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2766/map/emd_2766.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2766.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uxp.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2767-v19.xml,emd-2767,4uxr,singleParticle,7.0,2.6,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uxr.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2767/map/emd_2767.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2767.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uxr.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2768-v19.xml,emd-2768,4uxs,singleParticle,7.0,2.1,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uxs.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2768/map/emd_2768.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2768.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uxs.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2769-v19.xml,emd-2769,4uxt,singleParticle,7.4,2.1,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uxt.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2769/map/emd_2769.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2769.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uxt.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2770-v19.xml,emd-2770,4uxy,singleParticle,6.5,2.6,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uxy.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2770/map/emd_2770.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2770.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uxy.ent,3
/work/mzumbado/biostructure/em/dataset/header/emd-2771-v19.xml,emd-2771,4uy0,singleParticle,7.7,2.3,rsync.rcsb.org::ftp_data/structures/all/pdb/pdb4uy0.ent.gz,rsync.rcsb.org::emdb/structures/EMD-2771/map/emd_2771.map.gz,True,True,/work/mzumbado/biostructure/em/dataset/models/emd_2771.map,/work/mzumbado/biostructure/em/dataset/models/pdb4uy0.ent,3
