id,map_path,contourLevel,tagged_path,subunits,matched_subunits,voxels,voxels_matched,voxels_discarted,voxels_reassigned,voxels_assigned
12312,/data/ggutierrez/models/12312_resized.mrc,0.26,/data/ggutierrez/dataset/gt/12312_resized_gt.mrc,7,7,718658,718432,226,119366,125027
12312,/data/ggutierrez/models/12312_resized.mrc,0.26,/data/ggutierrez/dataset/gt/12312_resized_gt.mrc,7,7,718658,718432,226,119366,4003
12363,/data/ggutierrez/models/12363_resized.mrc,0.601,/data/ggutierrez/dataset/gt/12363_resized_gt.mrc,6,6,167293,166650,643,39147,58322
12363,/data/ggutierrez/models/12363_resized.mrc,0.601,/data/ggutierrez/dataset/gt/12363_resized_gt.mrc,6,6,167293,166650,643,39147,65152
12363,/data/ggutierrez/models/12363_resized.mrc,0.601,/data/ggutierrez/dataset/gt/12363_resized_gt.mrc,6,6,167293,166650,643,39147,24093
12363,/data/ggutierrez/models/12363_resized.mrc,0.601,/data/ggutierrez/dataset/gt/12363_resized_gt.mrc,6,6,167293,166650,643,39147,1679
12363,/data/ggutierrez/models/12363_resized.mrc,0.601,/data/ggutierrez/dataset/gt/12363_resized_gt.mrc,6,6,167293,166650,643,39147,5795
12363,/data/ggutierrez/models/12363_resized.mrc,0.601,/data/ggutierrez/dataset/gt/12363_resized_gt.mrc,6,6,167293,166650,643,39147,11609
13073,/data/ggutierrez/models/13073_resized.mrc,0.0665,/data/ggutierrez/dataset/gt/13073_resized_gt.mrc,2,2,213107,210731,2376,94939,105786
13073,/data/ggutierrez/models/13073_resized.mrc,0.0665,/data/ggutierrez/dataset/gt/13073_resized_gt.mrc,2,2,213107,210731,2376,94939,104945
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,119901
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,8026
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,8344
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,5359
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,5913
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,7400
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,120925
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,7657
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,4850
13116,/data/ggutierrez/models/13116_resized.mrc,0.5,/data/ggutierrez/dataset/gt/13116_resized_gt.mrc,10,10,305304,293381,11923,53153,5006
13187,/data/ggutierrez/models/13187_resized.mrc,0.015,/data/ggutierrez/dataset/gt/13187_resized_gt.mrc,4,4,129843,129843,0,2973,35224
13187,/data/ggutierrez/models/13187_resized.mrc,0.015,/data/ggutierrez/dataset/gt/13187_resized_gt.mrc,4,4,129843,129843,0,2973,46815
13187,/data/ggutierrez/models/13187_resized.mrc,0.015,/data/ggutierrez/dataset/gt/13187_resized_gt.mrc,4,4,129843,129843,0,2973,9657
13187,/data/ggutierrez/models/13187_resized.mrc,0.015,/data/ggutierrez/dataset/gt/13187_resized_gt.mrc,4,4,129843,129843,0,2973,38147
13319,/data/ggutierrez/models/13319_resized.mrc,0.01,/data/ggutierrez/dataset/gt/13319_resized_gt.mrc,4,4,100649,100649,0,19627,13169
13319,/data/ggutierrez/models/13319_resized.mrc,0.01,/data/ggutierrez/dataset/gt/13319_resized_gt.mrc,4,4,100649,100649,0,19627,13663
13319,/data/ggutierrez/models/13319_resized.mrc,0.01,/data/ggutierrez/dataset/gt/13319_resized_gt.mrc,4,4,100649,100649,0,19627,36915
13319,/data/ggutierrez/models/13319_resized.mrc,0.01,/data/ggutierrez/dataset/gt/13319_resized_gt.mrc,4,4,100649,100649,0,19627,36902
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,9116
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,6774
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,10642
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,7241
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,8321
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,6565
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,8013
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,6189
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,6353
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,87334
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,96126
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,6198
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,8413
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,6505
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,8205
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,8148
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,10042
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,7752
13365,/data/ggutierrez/models/13365_resized.mrc,0.0215,/data/ggutierrez/dataset/gt/13365_resized_gt.mrc,19,19,316886,316117,769,130587,8180
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,12024
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,139793
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,7542
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,11685
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,11345
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,12247
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,12164
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,13034
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,8074
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,9231
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,11095
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,7662
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,10679
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,10466
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,11067
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,10336
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,8617
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,9002
13371,/data/ggutierrez/models/13371_resized.mrc,0.043,/data/ggutierrez/dataset/gt/13371_resized_gt.mrc,19,19,434016,432654,1362,104447,116591
13378,/data/ggutierrez/models/13378_resized.mrc,0.006,/data/ggutierrez/dataset/gt/13378_resized_gt.mrc,3,3,361643,279507,82136,105833,151858
13378,/data/ggutierrez/models/13378_resized.mrc,0.006,/data/ggutierrez/dataset/gt/13378_resized_gt.mrc,3,3,361643,279507,82136,105833,33304
13378,/data/ggutierrez/models/13378_resized.mrc,0.006,/data/ggutierrez/dataset/gt/13378_resized_gt.mrc,3,3,361643,279507,82136,105833,94345
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,11217
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,12968
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,11225
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,14186
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,9751
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,11735
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,7999
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,11996
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,9317
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,127953
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,133525
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,8408
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,9763
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,12836
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,9868
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,13981
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,10654
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,12222
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,8788
13380,/data/ggutierrez/models/13380_resized.mrc,0.0436,/data/ggutierrez/dataset/gt/13380_resized_gt.mrc,20,20,459317,456207,3110,201704,7815
13386,/data/ggutierrez/models/13386_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13386_resized_gt.mrc,8,8,302319,301564,755,133420,125049
13386,/data/ggutierrez/models/13386_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13386_resized_gt.mrc,8,8,302319,301564,755,133420,156551
13386,/data/ggutierrez/models/13386_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13386_resized_gt.mrc,8,8,302319,301564,755,133420,8722
13386,/data/ggutierrez/models/13386_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13386_resized_gt.mrc,8,8,302319,301564,755,133420,4662
13386,/data/ggutierrez/models/13386_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13386_resized_gt.mrc,8,8,302319,301564,755,133420,3597
13386,/data/ggutierrez/models/13386_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13386_resized_gt.mrc,8,8,302319,301564,755,133420,1736
13386,/data/ggutierrez/models/13386_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13386_resized_gt.mrc,8,8,302319,301564,755,133420,832
13386,/data/ggutierrez/models/13386_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13386_resized_gt.mrc,8,8,302319,301564,755,133420,415
13387,/data/ggutierrez/models/13387_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13387_resized_gt.mrc,8,8,292629,291114,1515,77984,130284
13387,/data/ggutierrez/models/13387_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13387_resized_gt.mrc,8,8,292629,291114,1515,77984,135626
13387,/data/ggutierrez/models/13387_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13387_resized_gt.mrc,8,8,292629,291114,1515,77984,7523
13387,/data/ggutierrez/models/13387_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13387_resized_gt.mrc,8,8,292629,291114,1515,77984,7013
13387,/data/ggutierrez/models/13387_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13387_resized_gt.mrc,8,8,292629,291114,1515,77984,4834
13387,/data/ggutierrez/models/13387_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13387_resized_gt.mrc,8,8,292629,291114,1515,77984,1516
13387,/data/ggutierrez/models/13387_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13387_resized_gt.mrc,8,8,292629,291114,1515,77984,2432
13387,/data/ggutierrez/models/13387_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13387_resized_gt.mrc,8,8,292629,291114,1515,77984,1886
13388,/data/ggutierrez/models/13388_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13388_resized_gt.mrc,6,6,313789,306815,6974,103316,124952
13388,/data/ggutierrez/models/13388_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13388_resized_gt.mrc,6,6,313789,306815,6974,103316,166561
13388,/data/ggutierrez/models/13388_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13388_resized_gt.mrc,6,6,313789,306815,6974,103316,7900
13388,/data/ggutierrez/models/13388_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13388_resized_gt.mrc,6,6,313789,306815,6974,103316,5707
13388,/data/ggutierrez/models/13388_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13388_resized_gt.mrc,6,6,313789,306815,6974,103316,565
13388,/data/ggutierrez/models/13388_resized.mrc,0.125,/data/ggutierrez/dataset/gt/13388_resized_gt.mrc,6,6,313789,306815,6974,103316,1130
13442,/data/ggutierrez/models/13442_resized.mrc,0.0042,/data/ggutierrez/dataset/gt/13442_resized_gt.mrc,8,8,176263,176263,0,54927,42120
13442,/data/ggutierrez/models/13442_resized.mrc,0.0042,/data/ggutierrez/dataset/gt/13442_resized_gt.mrc,8,8,176263,176263,0,54927,1941
13442,/data/ggutierrez/models/13442_resized.mrc,0.0042,/data/ggutierrez/dataset/gt/13442_resized_gt.mrc,8,8,176263,176263,0,54927,42320
13442,/data/ggutierrez/models/13442_resized.mrc,0.0042,/data/ggutierrez/dataset/gt/13442_resized_gt.mrc,8,8,176263,176263,0,54927,1942
13442,/data/ggutierrez/models/13442_resized.mrc,0.0042,/data/ggutierrez/dataset/gt/13442_resized_gt.mrc,8,8,176263,176263,0,54927,42171
13442,/data/ggutierrez/models/13442_resized.mrc,0.0042,/data/ggutierrez/dataset/gt/13442_resized_gt.mrc,8,8,176263,176263,0,54927,1596
13442,/data/ggutierrez/models/13442_resized.mrc,0.0042,/data/ggutierrez/dataset/gt/13442_resized_gt.mrc,8,8,176263,176263,0,54927,42305
13442,/data/ggutierrez/models/13442_resized.mrc,0.0042,/data/ggutierrez/dataset/gt/13442_resized_gt.mrc,8,8,176263,176263,0,54927,1868
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,35617
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,37938
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,35660
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,36726
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,36201
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,38400
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,36045
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,37989
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,38119
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,35735
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,37137
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,35929
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,37405
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,36164
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,37044
13826,/data/ggutierrez/models/13826_resized.mrc,0.012,/data/ggutierrez/dataset/gt/13826_resized_gt.mrc,16,16,588046,588046,0,32701,35937
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,33398
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,36581
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,39059
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,39485
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,36263
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,36628
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,38452
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,39737
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,35436
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,36649
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,38663
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,33491
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,36558
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,36365
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,39837
13827,/data/ggutierrez/models/13827_resized.mrc,0.0125,/data/ggutierrez/dataset/gt/13827_resized_gt.mrc,16,16,592299,592299,0,4402,35697
14342,/data/ggutierrez/models/14342_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14342_resized_gt.mrc,6,6,43707,43707,0,77,3899
14342,/data/ggutierrez/models/14342_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14342_resized_gt.mrc,6,6,43707,43707,0,77,8027
14342,/data/ggutierrez/models/14342_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14342_resized_gt.mrc,6,6,43707,43707,0,77,8427
14342,/data/ggutierrez/models/14342_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14342_resized_gt.mrc,6,6,43707,43707,0,77,6797
14342,/data/ggutierrez/models/14342_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14342_resized_gt.mrc,6,6,43707,43707,0,77,5716
14342,/data/ggutierrez/models/14342_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14342_resized_gt.mrc,6,6,43707,43707,0,77,10841
14343,/data/ggutierrez/models/14343_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14343_resized_gt.mrc,6,6,85344,85344,0,484,9697
14343,/data/ggutierrez/models/14343_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14343_resized_gt.mrc,6,6,85344,85344,0,484,13277
14343,/data/ggutierrez/models/14343_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14343_resized_gt.mrc,6,6,85344,85344,0,484,15003
14343,/data/ggutierrez/models/14343_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14343_resized_gt.mrc,6,6,85344,85344,0,484,14458
14343,/data/ggutierrez/models/14343_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14343_resized_gt.mrc,6,6,85344,85344,0,484,13692
14343,/data/ggutierrez/models/14343_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14343_resized_gt.mrc,6,6,85344,85344,0,484,19217
14344,/data/ggutierrez/models/14344_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14344_resized_gt.mrc,6,6,79390,79390,0,449,9213
14344,/data/ggutierrez/models/14344_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14344_resized_gt.mrc,6,6,79390,79390,0,449,11800
14344,/data/ggutierrez/models/14344_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14344_resized_gt.mrc,6,6,79390,79390,0,449,13795
14344,/data/ggutierrez/models/14344_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14344_resized_gt.mrc,6,6,79390,79390,0,449,13043
14344,/data/ggutierrez/models/14344_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14344_resized_gt.mrc,6,6,79390,79390,0,449,13627
14344,/data/ggutierrez/models/14344_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14344_resized_gt.mrc,6,6,79390,79390,0,449,17912
14345,/data/ggutierrez/models/14345_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14345_resized_gt.mrc,6,6,83614,83614,0,343,9671
14345,/data/ggutierrez/models/14345_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14345_resized_gt.mrc,6,6,83614,83614,0,343,13278
14345,/data/ggutierrez/models/14345_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14345_resized_gt.mrc,6,6,83614,83614,0,343,14504
14345,/data/ggutierrez/models/14345_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14345_resized_gt.mrc,6,6,83614,83614,0,343,12763
14345,/data/ggutierrez/models/14345_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14345_resized_gt.mrc,6,6,83614,83614,0,343,13886
14345,/data/ggutierrez/models/14345_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14345_resized_gt.mrc,6,6,83614,83614,0,343,19512
14346,/data/ggutierrez/models/14346_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14346_resized_gt.mrc,6,6,83471,83471,0,7059,10495
14346,/data/ggutierrez/models/14346_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14346_resized_gt.mrc,6,6,83471,83471,0,7059,14566
14346,/data/ggutierrez/models/14346_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14346_resized_gt.mrc,6,6,83471,83471,0,7059,12696
14346,/data/ggutierrez/models/14346_resized.mrc,0.79,/data/ggutierrez/dataset/gt/14346_resized_gt.mrc,6,6,83471,83471,0,7059,13705
